name,salary_from,salary_to,salary_currency,area_name,published_at
Сервисный инженер,,,,Москва,2022-12-19T17:33:36+0300
Специалист сервисного центра (Советской Армии),30000,60000,RUR,Армавир,2022-12-19T16:46:34+0300
Manual QA Engineer / Инженер-Тестировщик,,,,Минск,2022-12-19T23:01:32+0300
Заместитель руководителя автотранспортного предприятия,180000,,RUR,Москва,2022-12-19T18:41:16+0300
Тестировщик,,,,Санкт-Петербург,2022-12-19T21:49:27+0300
Junior QA engineer,,,,Санкт-Петербург,2022-12-19T18:25:41+0300
Технический директор/Главный инженер,250000,,RUR,Воронеж,2022-12-19T23:17:25+0300
IOS Developer,130000,,RUR,Москва,2022-12-19T18:21:26+0300
Системный администратор Windows,1500,,BYR,Минск,2022-12-19T20:30:34+0300
Системный аналитик (практикант),48000,,RUR,Москва,2022-12-19T18:11:30+0300
Технический директор/Главный инженер,250000,,RUR,Ростов-на-Дону,2022-12-19T23:17:25+0300
Frontend-разработчик,60000,,RUR,Москва,2022-12-19T20:41:45+0300
3D визуализатор,90000,,RUR,Москва,2022-12-19T21:51:11+0300
Специалист по тестированию тарификации,,,,Минск,2022-12-19T20:19:35+0300
Country IT Manager,,,,Москва,2022-12-19T20:27:18+0300
Middle Frontend (React.js) Developer,,,,Москва,2022-12-19T19:05:44+0300
Дизайнер,600,,USD,Ташкент,2022-12-19T23:06:15+0300
Head of Support,150000,,RUR,Санкт-Петербург,2022-12-19T18:46:27+0300
Фронтенд разработчик на шахматный проект,100000,100000,RUR,Санкт-Петербург,2022-12-19T21:39:29+0300
JavaScript разработчик,,,,Минск,2022-12-19T18:17:49+0300
Редактор,,,,Москва,2022-12-19T19:18:52+0300
Технический писатель (Удаленно),,,,Москва,2022-12-19T20:43:32+0300
Арт-менеджер/дизайнер,50000,,RUR,Санкт-Петербург,2022-12-19T21:10:36+0300
Руководитель команды (VK People Hub),,,,Москва,2022-12-19T19:35:58+0300
Full stack программист JavaScript (Junior),,,,Санкт-Петербург,2022-12-19T18:05:35+0300
Креатор,,,,Москва,2022-12-19T20:52:21+0300
"Креативный дизайнер, удаленно",40000,,RUR,Москва,2022-12-19T20:22:04+0300
Верстальщик,,,,Москва,2022-12-19T18:30:21+0300
Специалист IT отдела,,,,Кемерово,2022-12-19T19:54:25+0300
Младший аналитик в отдел планирования товарных запасов,,,,Москва,2022-12-19T18:21:53+0300
Технический директор/Главный инженер,250000,,RUR,Белгород,2022-12-19T23:17:25+0300
Ассистент в отдел разработки,,63000,RUR,Москва,2022-12-19T22:08:19+0300
"HTML-верстальщик со знанием Wordpress (удаленно, западные клиенты)",,,,Москва,2022-12-19T18:29:14+0300
Контент-менеджер,,60000,RUR,Пенза,2022-12-19T18:49:20+0300
Стажер-программист 1С,40000,60000,RUR,Нижний Новгород,2022-12-19T19:08:33+0300
АККРЕДИТОВАННАЯ КОМПАНИЯ Начинающий Frontend-разработчик,40000,,RUR,Ростов-на-Дону,2022-12-19T20:49:10+0300
"Моушн-дизайнер, Motion Designer",60000,80000,RUR,Санкт-Петербург,2022-12-19T18:51:58+0300
Дизайнер-вэб,1300,1700,USD,Минск,2022-12-19T19:11:49+0300
Bitrix разработчик,,1500000,KZT,Алматы,2022-12-19T19:20:05+0300
Графический дизайнер,70000,,RUR,Москва,2022-12-19T19:29:33+0300
Python разработчик в команду IT Assets,,,,Москва,2022-12-19T19:10:47+0300
Менеджер проектов,,,,Алматы,2022-12-19T20:36:33+0300
Директор по цифровой трансформации,,,,Москва,2022-12-19T21:39:45+0300
"Frontend-разработчик (ReactNative, React.js)",150000,250000,RUR,Москва,2022-12-19T19:58:32+0300
IOS разработчик,,,,Волжский (Волгоградская область),2022-12-19T22:01:57+0300
IT-инженер,100000,150000,RUR,Москва,2022-12-19T20:52:28+0300
Junior C# разработчик,40000,70000,RUR,Новосибирск,2022-12-19T23:43:28+0300
UХ/Ui Дизайнер,,,,Ижевск,2022-12-19T18:25:14+0300
Front-end программист ReactJS(Junior),60000,,RUR,Москва,2022-12-19T21:29:51+0300
Технический директор/Главный инженер,250000,,RUR,Курск,2022-12-19T23:17:25+0300
Java Backend Developer,,,,Москва,2022-12-19T18:06:01+0300
Копирайтер,50000,70000,RUR,Москва,2022-12-19T20:49:44+0300
Middle+ Frontend Developer (React.js),,,,Иннополис,2022-12-19T19:05:22+0300
Технический директор/Главный инженер,250000,,RUR,Тамбов,2022-12-19T23:17:25+0300
Illustrator/Graphic Designer,,,,Минск,2022-12-19T18:08:56+0300
UI/UX Designer,,,,Тбилиси,2022-12-19T18:12:15+0300
Разработчик Python (Web),200000,,RUR,Москва,2022-12-19T18:34:25+0300
Разработчик Python,,,,Санкт-Петербург,2022-12-19T19:18:14+0300
Продуктовый аналитик,,,,Москва,2022-12-19T19:38:38+0300
Frontend-программист (React.js),60000,120000,RUR,Алматы,2022-12-19T19:14:17+0300
Ведущий специалист по информационной безопасности,71500,75000,RUR,Омск,2022-12-19T18:52:32+0300
Product manager,,,,Москва,2022-12-19T18:39:47+0300
Java Backend Developer,,,,Тбилиси,2022-12-19T18:00:20+0300
Motion Designer (Digital Avatar),,,,Москва,2022-12-19T19:52:43+0300
Frontend Developer,,,,Москва,2022-12-19T19:16:18+0300
Junior 3D Artist,1500,,USD,Санкт-Петербург,2022-12-19T19:10:20+0300
Java Backend developer,,,,Минск,2022-12-19T18:18:48+0300
Инженер-препресс (дизайнер-верстальщик в типографию),60000,,RUR,Москва,2022-12-19T18:26:35+0300
Ux дизайнер,,,,Санкт-Петербург,2022-12-19T22:18:04+0300
Системный администратор,40000,40000,RUR,Калининград,2022-12-19T19:52:06+0300
Project manager (mobile development),,100000,RUR,Рязань,2022-12-19T18:31:06+0300
Механик по транспорту,52000,,RUR,Краснодар,2022-12-19T20:25:05+0300
Начинающий (младший) программист 1С / стажёр-инженер 1С,60000,,RUR,Москва,2022-12-19T18:58:02+0300
Дизайнер-иллюстратор (отдел комьюнити),,,,Москва,2022-12-19T22:51:31+0300
Python-разработчик (VK People Hub),,,,Москва,2022-12-19T19:55:04+0300
QA-инженер,,,,Москва,2022-12-19T18:30:11+0300
Game Designer,100000,,RUR,Санкт-Петербург,2022-12-19T18:34:32+0300
Java Backend Developer,,,,Астана,2022-12-19T18:00:20+0300
Project Manager,,,,Москва,2022-12-19T18:28:32+0300
Менеджер по развитию клиентского опыта,,,,Москва,2022-12-19T18:31:35+0300
Начальник группы промышленной связи (телекоммуникации) в золотодобывающую компанию,,,,Москва,2022-12-19T22:17:25+0300
Администратор (аккаунт-менеджер) в Арт-школу,25000,50000,RUR,Белгород,2022-12-19T18:18:23+0300
Менеджер проектов,112000,633000,RUR,Санкт-Петербург,2022-12-19T19:35:40+0300
Специалист поддержки в американский SaaS стартап,1500,,USD,Армения,2022-12-19T20:33:25+0300
Product Owner,,,,Санкт-Петербург,2022-12-19T19:38:45+0300
Менеджер по работе с Wildberries Вайлдберриз / аналитик,50000,70000,RUR,Долгопрудный,2022-12-19T21:00:01+0300
Менеджер сопровождения клиентов в IT-компанию (account manager-аккаунт менеджер),90000,,RUR,Москва,2022-12-19T19:24:36+0300
Java developer_Junior+,,,,Санкт-Петербург,2022-12-19T20:07:09+0300
Специалист по работе с базами данных,50000,120000,RUR,Новокуйбышевск,2022-12-19T20:34:22+0300
Дизайнер одежды (художник-модельер),1500,2500,BYR,Минск,2022-12-19T23:49:38+0300
Журналист,30000,,RUR,Воронеж,2022-12-19T18:24:39+0300
Главный специалист отдела координации обращений пользователей,,,,Москва,2022-12-19T19:11:52+0300
Геймдизайнер,,,,Москва,2022-12-19T22:48:30+0300
Арт-директор / Руководитель отдела дизайна,150000,180000,RUR,Москва,2022-12-19T22:19:55+0300
Python Tools Programmer,,,,Москва,2022-12-19T18:41:59+0300
Специалист по сопровождению информационных систем,,,,Москва,2022-12-19T19:40:22+0300
Оператор-наладчик фрезерных станков с ЧПУ (Гособоронзаказы),,150000,RUR,Санкт-Петербург,2022-12-19T19:03:16+0300
Оператор-наладчик станков с ЧПУ,120000,,RUR,Екатеринбург,2022-12-19T21:48:58+0300
Копирайтер,1000,1300,USD,Сербия,2022-12-19T19:49:11+0300
Руководитель IT проектов,,,,Москва,2022-12-19T18:11:14+0300
Ведущий проекта Форт Боярд,35000,,RUR,Сургут,2022-12-19T23:39:56+0300
